REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Individuals_affected,Families_affected,Houses_damaged,Houses_destroyed
Capital,3,Parwan,301,Charikar,2017-02-19,Flood / flash flood,0,0,13,2,0,2
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2017-02-19,Flood / flash flood,0,0,70,10,7,3
Eastern,13,Kunar,1311,Barkunar,2017-02-19,Flood / flash flood,0,0,21,3,2,1
Eastern,13,Kunar,1315,Nari,2017-02-19,Flood / flash flood,0,0,21,3,3,0
Capital,3,Parwan,303,Shinwari,2017-02-19,Flood / flash flood,0,0,7,1,2,1
Capital,3,Parwan,305,Saydkhel,2017-02-19,Flood / flash flood,0,0,13,2,1,1
Eastern,13,Kunar,1305,Marawara,2017-02-19,Flood / flash flood,0,0,18,2,2,0
North Eastern,17,Kunduz,1702,Emamsaheb,2017-02-19,Heavy snowfall,2,2,7,1,0,1
Western,21,Ghor,2105,Shahrak,2017-02-19,Heavy snowfall,0,0,0,0,0,0
Eastern,13,Kunar,1314,Nurgal,2017-02-19,Flood / flash flood,0,0,10,1,1,0
Eastern,13,Kunar,1301,Asadabad,2017-02-19,Flood / flash flood,0,0,17,2,2,0
Eastern,13,Kunar,1301,Asadabad,2017-02-19,Flood / flash flood,0,0,17,2,2,0
North Eastern,15,Badakhshan,1515,Darwaz-e-Balla,2017-02-19,Avalanche,0,0,193,28,28,0
Southern,24,Zabul,2401,Qalat,2017-02-19,Flood / flash flood,0,0,237,25,22,3
Northern,27,Jawzjan,2701,Shiberghan,2017-02-19,Heavy snowfall,0,0,0,71,71,0
Eastern,13,Kunar,1310,Dangam,2017-02-19,Flood / flash flood,0,0,42,6,6,0
Eastern,13,Kunar,1307,Dara-e-Pech,2017-02-19,Flood / flash flood,0,0,109,16,16,0
Eastern,13,Kunar,1302,Watapur,2017-02-19,Flood / flash flood,0,0,28,4,4,0
Northern,18,Balkh,1801,Mazar-e-Sharif,2017-02-20,Heavy snowfall,0,0,0,0,23,0
Southern,33,Kandahar,3301,Kandahar,2017-02-20,Flood / flash flood,1,0,37,5,5,0
North Eastern,15,Badakhshan,1512,Baharak,2017-02-20,Flood / flash flood,0,0,86,18,18,0
South Eastern,26,Khost,2601,Khost (Matun),2017-02-22,Flood / flash flood,0,0,140,20,20,0
South Eastern,26,Khost,2605,Mandozayi,2017-02-22,Flood / flash flood,0,0,77,11,11,0
South Eastern,26,Khost,2606,Tani,2017-02-22,Flood / flash flood,0,0,77,11,11,0
Central Highland,10,Bamyan,1001,Bamyan,2017-02-23,Avalanche,0,0,5,1,1,0
Central Highland,10,Bamyan,1003,Yakawlang,2017-02-26,Avalanche,0,0,0,0,0,0
North Eastern,16,Takhar,1616,Warsaj,2017-02-27,Heavy snowfall,0,0,0,0,0,0
North Eastern,15,Badakhshan,1512,Baharak,2017-02-27,Flood / flash flood,0,0,90,15,15,0
Central Highland,10,Bamyan,1003,Yakawlang,2017-02-28,Landslide / mudflow,0,0,0,0,0,0
Central Highland,10,Bamyan,1007,Waras,2017-03-04,Heavy snowfall,0,0,0,0,0,0
Central Highland,10,Bamyan,1007,Waras,2017-03-04,Heavy snowfall,0,0,0,0,0,0
Central Highland,10,Bamyan,1007,Waras,2017-03-04,Heavy snowfall,0,0,0,0,0,0
North Eastern,15,Badakhshan,1508,Shahr-e-Buzorg,2017-03-12,Avalanche,0,0,0,0,0,0
North Eastern,15,Badakhshan,1507,Yawan,2017-03-17,Flood / flash flood,0,0,0,0,0,0
North Eastern,15,Badakhshan,1507,Yawan,2017-03-17,Landslide / mudflow,0,0,0,0,0,0
South Eastern,26,Khost,2603,Musakhel,2017-03-20,Flood / flash flood,0,0,357,51,11,51
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,6,1,0,1
South Eastern,11,Ghazni,1106,Dehyak,2017-03-20,Flood / flash flood,0,0,35,5,5,0
South Eastern,11,Ghazni,1111,Giro,2017-03-20,Flood / flash flood,0,0,14,2,2,3
South Eastern,11,Ghazni,1107,Zanakhan,2017-03-20,Flood / flash flood,0,0,70,10,6,4
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,5,1,0,1
South Eastern,11,Ghazni,1104,Waghaz,2017-03-20,Flood / flash flood,0,0,56,8,7,1
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,27,1,0,1
South Eastern,11,Ghazni,1110,Qarabagh,2017-03-20,Flood / flash flood,0,0,84,12,12,0
South Eastern,11,Ghazni,1105,Andar,2017-03-20,Flood / flash flood,0,0,56,8,8,0
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,11,1,0,1
South Eastern,11,Ghazni,1108,Rashidan,2017-03-20,Flood / flash flood,0,0,7,1,1,0
Central Highland,10,Bamyan,1007,Waras,2017-03-20,Flood / flash flood,0,0,48,5,1,4
South Eastern,11,Ghazni,1103,Walimuhammad-e- Shahid,2017-03-20,Flood / flash flood,0,0,21,3,3,0
South Eastern,11,Ghazni,1102,Khwajaumari,2017-03-20,Flood / flash flood,0,0,14,2,2,0
Western,21,Ghor,2106,Taywarah,2017-03-21,Flood / flash flood,0,0,0,0,0,0
Western,31,Farah,3111,Anardara,2017-03-21,Flood / flash flood,0,0,0,0,0,0
Western,21,Ghor,2110,Saghar,2017-03-21,Flood / flash flood,0,0,0,0,0,0
Western,21,Ghor,2105,Shahrak,2017-03-21,Flood / flash flood,0,0,0,0,0,0
Western,30,Hirat,3005,Guzara,2017-03-21,Flood / flash flood,0,0,0,0,0,0
Western,30,Hirat,3010,Adraskan,2017-03-21,Flood / flash flood,0,0,0,0,0,0
Western,30,Hirat,3001,Hirat,2017-03-21,Flood / flash flood,0,0,347,49,40,9
Western,31,Farah,3111,Anardara,2017-03-21,Flood / flash flood,0,0,0,0,0,0
South Eastern,11,Ghazni,1118,Gelan,2017-03-21,Flood / flash flood,0,0,7,1,1,0
Western,30,Hirat,3002,Injil,2017-03-21,Flood / flash flood,0,0,938,134,100,34
South Eastern,11,Ghazni,1116,Ajrestan,2017-03-22,Flood / flash flood,0,0,14,2,0,2
Southern,34,Nimroz,3404,Chakhansur,2017-03-23,Flood / flash flood,0,0,235,38,38,0
Southern,34,Nimroz,3404,Chakhansur,2017-03-23,Flood / flash flood,0,0,215,35,22,13
Southern,34,Nimroz,3404,Chakhansur,2017-03-23,Flood / flash flood,0,0,256,42,27,15
Southern,34,Nimroz,3404,Chakhansur,2017-03-23,Flood / flash flood,0,0,267,41,37,4
Southern,34,Nimroz,3404,Chakhansur,2017-03-23,Flood / flash flood,0,0,223,36,8,28
Central Highland,10,Bamyan,1003,Yakawlang,2017-03-25,Avalanche,0,0,0,0,0,0
Western,30,Hirat,3007,Karukh,2017-03-26,Flood / flash flood,1,0,210,30,10,20
Western,21,Ghor,2108,Lal Wa Sarjangal,2017-03-27,Flood / flash flood,0,0,133,19,19,0
Northern,18,Balkh,1803,Shortepa,2017-03-27,Flood / flash flood,0,0,196,28,0,28
Western,21,Ghor,2108,Lal Wa Sarjangal,2017-03-27,Flood / flash flood,0,0,0,0,0,0
Northern,18,Balkh,1810,Kaldar,2017-03-27,Flood / flash flood,0,0,476,68,0,68
Western,30,Hirat,3001,Hirat,2017-03-28,Flood / flash flood,0,0,322,46,0,46
Western,30,Hirat,3002,Injil,2017-03-28,Flood / flash flood,0,0,112,16,16,0
Western,30,Hirat,3005,Guzara,2017-03-28,Flood / flash flood,0,0,539,77,20,57
Western,30,Hirat,3005,Guzara,2017-03-29,Flood / flash flood,0,0,0,0,0,0
Central Highland,10,Bamyan,1001,Bamyan,2017-03-29,Avalanche,1,3,9,1,0,1
Western,30,Hirat,3003,Kushk,2017-03-29,Flood / flash flood,0,0,399,57,57,0
Western,30,Hirat,3001,Hirat,2017-03-29,Flood / flash flood,0,0,1883,269,269,0
Western,30,Hirat,3002,Injil,2017-03-29,Flood / flash flood,0,0,49,7,7,0
Western,30,Hirat,3012,Obe,2017-03-29,Flood / flash flood,0,0,0,0,0,0
Western,30,Hirat,3006,Pashtunzarghun,2017-03-29,Flood / flash flood,0,0,0,0,0,0
Central Highland,10,Bamyan,1003,Yakawlang,2017-03-30,Landslide / mudflow,0,0,17,2,2,2
North Eastern,15,Badakhshan,1514,Shighnan,2017-03-30,Landslide / mudflow,0,0,42,7,5,2
North Eastern,15,Badakhshan,1514,Shighnan,2017-03-30,Avalanche,2,0,2,0,0,0
Northern,18,Balkh,1805,Balkh,2017-04-01,Flood / flash flood,0,0,49,7,3,4
North Eastern,9,Baghlan,901,Pul-e-Khumri,2017-04-02,Flood / flash flood,0,0,7,1,0,1
North Eastern,15,Badakhshan,1517,Khwahan,2017-04-05,Landslide / mudflow,1,0,1,0,0,0
Central Highland,22,Daykundi,2209,Miramor,2017-04-05,Landslide / mudflow,0,0,15,3,3,3
Eastern,13,Kunar,1302,Watapur,2017-04-06,Flood / flash flood,0,0,10,1,1,0
Eastern,13,Kunar,1301,Asadabad,2017-04-06,Flood / flash flood,0,0,7,1,1,0
Eastern,13,Kunar,1301,Asadabad,2017-04-06,Flood / flash flood,0,0,7,1,1,0
North Eastern,15,Badakhshan,1507,Yawan,2017-04-07,Flood / flash flood,0,0,0,0,0,0
North Eastern,15,Badakhshan,1512,Baharak,2017-04-08,Landslide / mudflow,0,0,132,22,22,0
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2017-04-10,Flood / flash flood,0,0,138,23,23,0
Central Highland,10,Bamyan,1004,Panjab,2017-04-10,Flood / flash flood,0,0,17,2,2,0
North Eastern,15,Badakhshan,1501,Fayzabad,2017-04-11,Flood / flash flood,0,0,36,6,6,0
North Eastern,16,Takhar,1616,Warsaj,2017-04-17,Flood / flash flood,0,0,14,2,0,2
Northern,19,Samangan,1907,Ruy-e-Duab,2017-04-18,Flood / flash flood,0,0,735,105,100,5
North Eastern,15,Badakhshan,1507,Yawan,2017-04-19,Flood / flash flood,0,0,0,0,0,0
Central Highland,10,Bamyan,1003,Yakawlang,2017-04-20,Flood / flash flood,0,0,40,5,0,5
North Eastern,9,Baghlan,901,Pul-e-Khumri,2017-04-20,Flood / flash flood,0,0,56,8,5,3
North Eastern,9,Baghlan,909,Khwajahejran,2017-04-20,Flood / flash flood,0,0,189,27,16,11
North Eastern,9,Baghlan,901,Pul-e-Khumri,2017-04-20,Flood / flash flood,1,0,1848,264,153,111
North Eastern,9,Baghlan,905,Nahrin,2017-04-20,Flood / flash flood,2,0,315,45,31,14
North Eastern,16,Takhar,1609,Rostaq,2017-04-20,Flood / flash flood,0,0,203,29,23,6
Northern,19,Samangan,1901,Aybak,2017-04-20,Flood / flash flood,0,0,98,14,13,1
North Eastern,15,Badakhshan,1509,Teshkan,2017-04-20,Flood / flash flood,0,0,665,95,32,63
Northern,18,Balkh,1815,Keshendeh,2017-04-20,Flood / flash flood,1,0,693,99,99,0
North Eastern,9,Baghlan,908,Andarab,2017-04-20,Flood / flash flood,2,0,210,30,9,21
Eastern,13,Kunar,1301,Asadabad,2017-04-21,Flood / flash flood,0,0,8,1,1,0
Eastern,13,Kunar,1301,Asadabad,2017-04-21,Flood / flash flood,0,0,8,1,1,0
Eastern,13,Kunar,1301,Asadabad,2017-04-21,Flood / flash flood,0,0,8,1,1,0
Eastern,13,Kunar,1305,Marawara,2017-04-21,Flood / flash flood,0,0,13,1,1,0
Eastern,13,Kunar,1301,Asadabad,2017-04-21,Flood / flash flood,0,0,8,1,1,0
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2017-04-21,Flood / flash flood,0,0,161,23,10,0
North Eastern,16,Takhar,1608,Kalafgan,2017-04-21,Flood / flash flood,0,0,14,2,2,0
North Eastern,15,Badakhshan,1510,Darayem,2017-04-21,Flood / flash flood,0,0,980,140,115,25
North Eastern,16,Takhar,1601,Taloqan,2017-04-21,Flood / flash flood,0,0,140,20,16,4
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,2017-04-21,Landslide / mudflow,0,0,1400,200,0,0
North Eastern,15,Badakhshan,1503,Argo,2017-04-21,Flood / flash flood,0,0,175,25,9,2
North Eastern,16,Takhar,1615,Eshkmesh,2017-04-23,Flood / flash flood,0,0,112,16,14,4
North Eastern,16,Takhar,1608,Kalafgan,2017-04-23,Flood / flash flood,0,0,21,3,2,1
North Eastern,15,Badakhshan,1508,Shahr-e-Buzorg,2017-04-23,Flood / flash flood,0,0,315,45,37,8
North Eastern,15,Badakhshan,1507,Yawan,2017-04-26,Landslide / mudflow,0,0,0,0,0,0
North Eastern,15,Badakhshan,1507,Yawan,2017-04-27,Landslide / mudflow,0,0,0,0,0,0
Northern,18,Balkh,1803,Shortepa,2017-05-01,Flood / flash flood,0,0,280,40,0,40
South Eastern,26,Khost,2610,Shamal,2017-05-01,Flood / flash flood,0,0,21,3,3,0
South Eastern,26,Khost,2601,Khost (Matun),2017-05-01,Flood / flash flood,0,0,70,10,10,0
South Eastern,26,Khost,2604,Nadirshahkot,2017-05-01,Flood / flash flood,0,0,49,7,5,2
Western,21,Ghor,2101,Chaghcharan,2017-05-01,Flood / flash flood,0,0,399,57,57,0
South Eastern,26,Khost,2605,Mandozayi,2017-05-01,Flood / flash flood,0,0,77,11,11,0
Northern,18,Balkh,1810,Kaldar,2017-05-01,Flood / flash flood,0,0,504,72,0,72
Northern,18,Balkh,1803,Shortepa,2017-05-04,Flood / flash flood,0,0,434,62,0,62
North Eastern,15,Badakhshan,1505,Kohestan,2017-05-06,Flood / flash flood,0,0,0,0,0,0
North Eastern,9,Baghlan,908,Andarab,2017-05-07,Flood / flash flood,0,0,196,28,23,5
North Eastern,9,Baghlan,909,Khwajahejran,2017-05-07,Flood / flash flood,0,0,35,5,4,1
North Eastern,9,Baghlan,907,Khenjan,2017-05-07,Flood / flash flood,1,1,245,35,18,17
North Eastern,9,Baghlan,905,Nahrin,2017-05-07,Flood / flash flood,0,0,98,14,5,9
North Eastern,9,Baghlan,904,Doshi,2017-05-07,Flood / flash flood,0,0,14,2,0,2
Western,21,Ghor,2101,Chaghcharan,2017-05-07,Flood / flash flood,0,0,651,93,0,0
Northern,19,Samangan,1906,Khuram Wa Sarbagh,2017-05-07,Flood / flash flood,0,0,98,14,14,0
Northern,19,Samangan,1901,Aybak,2017-05-07,Flood / flash flood,0,0,210,30,16,14
North Eastern,9,Baghlan,911,Pul-e- Hesar,2017-05-07,Flood / flash flood,0,0,42,6,5,1
North Eastern,16,Takhar,1607,Farkhar,2017-05-07,Flood / flash flood,0,0,294,42,39,3
Central Highland,10,Bamyan,1003,Yakawlang,2017-05-08,Landslide / mudflow,0,0,17,3,0,3
Central Highland,10,Bamyan,1006,Kahmard,2017-05-12,Flood / flash flood,0,0,70,10,0,0
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1006,Kahmard,2017-05-12,Flood / flash flood,0,0,77,11,0,0
Central Highland,10,Bamyan,1003,Yakawlang,2017-05-12,Flood / flash flood,0,0,154,22,0,0
Central Highland,10,Bamyan,1002,Sayghan,2017-05-12,Flood / flash flood,0,0,21,3,0,0
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,9,1,0,1
Central Highland,10,Bamyan,1003,Yakawlang,2017-05-12,Flood / flash flood,0,0,21,3,0,0
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,28,4,0,4
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,21,3,0,3
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1003,Yakawlang,2017-05-12,Flood / flash flood,0,0,7,1,0,0
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1002,Sayghan,2017-05-12,Flood / flash flood,0,0,84,12,0,0
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,7,1,0,0
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,56,8,0,8
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1004,Panjab,2017-05-12,Flood / flash flood,0,0,35,5,0,5
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,11,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1002,Sayghan,2017-05-12,Flood / flash flood,0,0,21,3,0,0
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,7,1,0,1
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,21,3,0,3
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,21,2,0,3
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,14,2,0,2
Central Highland,10,Bamyan,1007,Waras,2017-05-12,Flood / flash flood,0,0,22,2,0,2
North Eastern,15,Badakhshan,1521,Jorm,2017-05-15,Flood / flash flood,3,2,1792,256,144,112
Western,30,Hirat,3012,Obe,2017-05-16,Flood / flash flood,0,0,252,36,36,0
North Eastern,15,Badakhshan,1503,Argo,2017-05-16,Flood / flash flood,0,0,140,20,10,10
Western,29,Badghis,2905,Jawand,2017-05-16,Flood / flash flood,0,0,0,0,0,0
Western,21,Ghor,2101,Chaghcharan,2017-05-17,Flood / flash flood,0,0,651,93,51,42
Western,21,Ghor,2101,Chaghcharan,2017-05-17,Flood / flash flood,0,0,460,57,0,0
Eastern,13,Kunar,1307,Dara-e-Pech,2017-05-22,Flood / flash flood,0,0,14,2,2,0
Northern,27,Jawzjan,2709,Qarqin,2017-05-23,Flood / flash flood,0,0,0,0,56,0
Eastern,7,Laghman,704,Alingar,2017-06-12,Flood / flash flood,0,0,44,7,6,1
North Eastern,16,Takhar,1609,Rostaq,2017-06-13,Landslide / mudflow,0,0,245,35,27,8
Eastern,13,Kunar,1308,Chawkay,2017-06-14,Flood / flash flood,0,0,28,4,4,0
Eastern,13,Kunar,1307,Dara-e-Pech,2017-06-28,Flood / flash flood,1,4,30,5,5,0
Eastern,13,Kunar,1308,Chawkay,2017-06-28,Flood / flash flood,0,0,12,2,2,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2017-06-28,Flood / flash flood,2,1,30,6,6,0
Eastern,13,Kunar,1309,Khaskunar,2017-06-28,Flood / flash flood,0,0,6,1,0,1
Eastern,13,Kunar,1307,Dara-e-Pech,2017-06-28,Flood / flash flood,0,0,98,14,14,0
Eastern,13,Kunar,1303,Narang,2017-06-28,Flood / flash flood,0,0,6,1,1,0
South Eastern,26,Khost,2606,Tani,2017-06-29,Flood / flash flood,0,0,21,3,3,0
South Eastern,25,Paktika,2510,Urgun,2017-06-29,Flood / flash flood,0,0,105,15,15,0
South Eastern,25,Paktika,2504,Sarrawzah(Sarhawzah),2017-06-29,Flood / flash flood,0,0,84,12,12,0
South Eastern,26,Khost,2602,Sabari,2017-06-29,Flood / flash flood,0,0,49,7,7,0
South Eastern,26,Khost,2601,Khost (Matun),2017-06-29,Flood / flash flood,0,0,133,19,10,9
North Eastern,15,Badakhshan,1512,Baharak,2017-07-08,Flood / flash flood,0,0,133,19,10,9
Northern,18,Balkh,1810,Kaldar,2017-07-13,Flood / flash flood,0,0,2331,333,0,333
Northern,18,Balkh,1803,Shortepa,2017-07-13,Flood / flash flood,0,0,1092,156,0,156
South Eastern,11,Ghazni,1101,Ghazni,2017-07-13,Flood / flash flood,0,0,42,6,6,0
Eastern,6,Nangarhar,607,Kama,2017-07-14,Flood / flash flood,0,0,58,8,8,0
Capital,3,Parwan,310,Surkh-e- Parsa,2017-07-15,Flood / flash flood,0,0,357,51,50,1
South Eastern,12,Paktya,1204,Zurmat,2017-07-16,Flood / flash flood,0,0,42,6,4,2
Capital,1,Kabul,113,Surobi,2017-07-16,Flood / flash flood,11,7,252,36,14,22
Eastern,6,Nangarhar,619,Muhmand Dara,2017-07-16,Flood / flash flood,0,0,151,19,19,0
South Eastern,26,Khost,2601,Khost (Matun),2017-07-16,Flood / flash flood,0,0,203,29,27,2
South Eastern,26,Khost,2606,Tani,2017-07-16,Flood / flash flood,0,0,147,21,17,4
South Eastern,12,Paktya,1201,Gardez,2017-07-16,Flood / flash flood,0,0,56,8,3,5
Eastern,13,Kunar,1303,Narang,2017-07-22,Flood / flash flood,0,0,14,2,2,0
Eastern,13,Kunar,1309,Khaskunar,2017-07-22,Flood / flash flood,0,0,28,4,4,0
Northern,18,Balkh,1803,Shortepa,2017-08-05,Flood / flash flood,0,0,749,107,0,107
Eastern,13,Kunar,1301,Asadabad,2017-08-11,Flood / flash flood,0,0,21,3,3,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,2017-08-11,Flood / flash flood,0,0,7,1,1,0
Eastern,13,Kunar,1308,Chawkay,2017-08-11,Flood / flash flood,0,0,7,1,1,0
Eastern,13,Kunar,1314,Nurgal,2017-08-11,Flood / flash flood,1,2,14,2,2,0
Eastern,13,Kunar,1315,Nari,2017-08-11,Flood / flash flood,1,3,7,1,1,0
North Eastern,9,Baghlan,908,Andarab,2017-08-21,Landslide / mudflow,1,0,0,0,0,0
North Eastern,17,Kunduz,1701,Kunduz,2017-10-02,Flood / flash flood,0,0,91,13,0,13
Central Highland,10,Bamyan,1003,Yakawlang,2017-10-25,Landslide / mudflow,0,0,0,0,0,0
Capital,5,Logar,502,Khoshi,2017-11-05,Landslide / mudflow,0,0,140,20,0,0
